No,date,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,season
30999,2016-09-12,14,36.0,37.0,2.0,30.0,700.0,106.0,27.3,1012.1,15.0,0.0,WSW,1.8,Wanshouxigong,Autumn
31000,2016-09-12,15,34.0,47.0,2.0,27.0,600.0,119.0,27.4,1011.6,15.4,0.0,S,1.2,Wanshouxigong,Autumn
31001,2016-09-12,16,41.0,54.0,2.0,28.0,700.0,140.0,27.1,1011.3,15.8,0.0,ESE,2.3,Wanshouxigong,Autumn
31002,2016-09-12,17,43.0,45.0,2.0,25.0,700.0,154.0,26.5,1011.5,16.1,0.0,ESE,1.8,Wanshouxigong,Autumn
31003,2016-09-12,18,39.0,57.0,2.0,29.0,700.0,150.0,25.6,1011.7,16.2,0.0,ESE,1.4,Wanshouxigong,Autumn
31004,2016-09-12,19,40.0,67.0,2.0,38.0,800.0,125.0,25.1,1012.2,16.3,0.0,SE,1.2,Wanshouxigong,Autumn
31005,2016-09-12,20,43.0,72.0,2.0,47.0,900.0,94.0,24.1,1013.3,16.9,0.0,ESE,1.1,Wanshouxigong,Autumn
31006,2016-09-12,21,60.0,77.0,2.0,74.0,1000.0,68.0,23.6,1014.0,17.3,0.0,ESE,1.4,Wanshouxigong,Autumn
31007,2016-09-12,22,61.0,81.0,2.0,80.0,1000.0,66.0,24.1,1014.1,16.6,0.0,SSE,1.1,Wanshouxigong,Autumn
31009,2016-09-13,0,58.0,71.0,3.0,63.0,900.0,62.0,21.8,1013.7,19.4,0.0,S,0.5,Wanshouxigong,Autumn
31010,2016-09-13,1,53.0,65.0,2.0,59.0,800.0,56.0,21.2,1013.9,18.2,0.0,ENE,2.2,Wanshouxigong,Autumn
31011,2016-09-13,2,64.0,64.0,2.0,82.0,900.0,22.0,20.0,1013.8,18.0,0.0,NE,1.0,Wanshouxigong,Autumn
31012,2016-09-13,3,62.0,90.0,2.0,102.0,1000.0,3.0,19.5,1013.9,18.2,0.0,ENE,1.0,Wanshouxigong,Autumn
31013,2016-09-13,4,75.0,75.0,2.0,96.0,900.0,2.0,19.5,1013.7,18.2,0.0,ENE,1.3,Wanshouxigong,Autumn
31014,2016-09-13,5,80.0,80.0,2.0,86.0,1000.0,2.0,19.4,1013.8,18.2,0.0,ENE,1.2,Wanshouxigong,Autumn
31015,2016-09-13,6,79.0,84.0,2.0,69.0,1100.0,2.0,19.3,1014.6,18.3,0.0,NE,1.0,Wanshouxigong,Autumn
31016,2016-09-13,7,77.0,90.0,2.0,71.0,1100.0,2.0,20.0,1015.0,19.0,0.0,ENE,0.9,Wanshouxigong,Autumn
31017,2016-09-13,8,99.0,99.0,2.0,68.0,1100.0,6.0,20.8,1015.0,18.7,0.0,E,1.3,Wanshouxigong,Autumn
31018,2016-09-13,9,111.0,111.0,2.0,62.0,1200.0,20.0,22.1,1015.2,18.7,0.0,NE,1.4,Wanshouxigong,Autumn
31019,2016-09-13,10,118.0,118.0,2.0,63.0,1200.0,35.0,23.0,1015.2,19.4,0.0,NE,1.5,Wanshouxigong,Autumn
31020,2016-09-13,11,117.0,117.0,3.0,68.0,1300.0,52.0,23.9,1015.0,18.8,0.0,NE,1.2,Wanshouxigong,Autumn
31021,2016-09-13,12,129.0,129.0,5.0,72.0,1400.0,66.0,25.2,1014.4,19.3,0.0,E,1.4,Wanshouxigong,Autumn
31022,2016-09-13,13,132.0,132.0,5.0,67.0,1400.0,90.0,26.2,1013.6,19.1,0.0,ENE,1.5,Wanshouxigong,Autumn
31023,2016-09-13,14,103.0,103.0,6.0,33.0,1100.0,158.0,26.2,1012.6,19.3,0.0,ENE,1.4,Wanshouxigong,Autumn
31024,2016-09-13,15,94.0,95.0,4.0,28.0,1000.0,160.0,26.9,1012.0,19.3,0.0,E,1.0,Wanshouxigong,Autumn
31025,2016-09-13,16,93.0,97.0,5.0,29.0,1000.0,173.0,27.5,1011.8,17.7,0.0,S,2.0,Wanshouxigong,Autumn
31026,2016-09-13,17,75.0,95.0,3.0,28.0,1000.0,158.0,26.9,1011.8,18.2,0.0,S,1.8,Wanshouxigong,Autumn
31027,2016-09-13,18,72.0,116.0,2.0,34.0,1100.0,147.0,26.5,1011.9,17.8,0.0,S,2.1,Wanshouxigong,Autumn
31028,2016-09-13,19,78.0,153.0,2.0,46.0,1200.0,117.0,25.7,1012.2,17.4,0.0,S,1.2,Wanshouxigong,Autumn
31029,2016-09-13,20,77.0,104.0,2.0,56.0,1300.0,80.0,23.8,1012.7,18.2,0.0,SSE,0.8,Wanshouxigong,Autumn
31030,2016-09-13,21,83.0,98.0,2.0,71.0,1400.0,55.0,23.9,1013.3,17.9,0.0,SSW,1.2,Wanshouxigong,Autumn
31031,2016-09-13,22,87.0,106.0,2.0,95.0,1400.0,28.0,22.8,1013.6,18.1,0.0,SE,1.0,Wanshouxigong,Autumn
31032,2016-09-13,23,89.0,113.0,2.0,96.0,1400.0,27.0,22.1,1013.6,18.5,0.0,SSE,0.8,Wanshouxigong,Autumn
31033,2016-09-14,0,92.0,100.0,2.0,51.0,1200.0,62.0,21.8,1013.7,19.2,0.0,ENE,0.9,Wanshouxigong,Autumn
31034,2016-09-14,1,96.0,96.0,2.0,43.0,1100.0,54.0,21.9,1013.5,18.9,0.0,S,1.0,Wanshouxigong,Autumn
31035,2016-09-14,2,106.0,106.0,2.0,42.0,1100.0,38.0,22.2,1013.2,18.8,0.0,SSW,1.2,Wanshouxigong,Autumn
31036,2016-09-14,3,101.0,101.0,2.0,50.0,1200.0,17.0,20.6,1012.9,18.5,0.0,SSE,0.5,Wanshouxigong,Autumn
31037,2016-09-14,4,109.0,109.0,2.0,67.0,1200.0,3.0,20.1,1012.8,18.8,0.0,NE,1.4,Wanshouxigong,Autumn
31038,2016-09-14,5,109.0,109.0,2.0,57.0,1200.0,3.0,19.7,1013.1,18.7,0.0,NNE,0.3,Wanshouxigong,Autumn
31039,2016-09-14,6,110.0,110.0,2.0,62.0,1300.0,2.0,19.3,1013.1,18.5,0.0,N,0.5,Wanshouxigong,Autumn
31040,2016-09-14,7,106.0,106.0,2.0,63.0,1400.0,2.0,19.8,1013.4,19.1,0.0,NE,0.8,Wanshouxigong,Autumn
31041,2016-09-14,8,122.0,133.0,2.0,86.0,1700.0,2.0,21.0,1013.7,19.5,0.0,NE,1.4,Wanshouxigong,Autumn
31042,2016-09-14,9,156.0,156.0,2.0,93.0,1700.0,7.0,22.4,1013.7,19.8,0.0,ENE,2.0,Wanshouxigong,Autumn
31043,2016-09-14,10,162.0,162.0,2.0,93.0,1700.0,22.0,24.25,1014.0,18.8,0.0,NE,1.0,Wanshouxigong,Autumn
31044,2016-09-14,11,161.0,161.0,4.0,86.0,1600.0,60.0,25.825,1013.5,18.7,0.0,SW,3.1,Wanshouxigong,Autumn
31045,2016-09-14,12,121.0,121.0,6.0,50.0,1300.0,120.0,27.15,1013.0,18.5,0.0,SW,2.8,Wanshouxigong,Autumn
31046,2016-09-14,13,94.0,94.0,6.0,25.0,1000.0,162.0,28.7,1011.5,17.6,0.0,SW,3.2,Wanshouxigong,Autumn
31047,2016-09-14,14,69.0,69.0,6.0,19.0,800.0,174.0,29.5,1010.6,17.0,0.0,WSW,2.4,Wanshouxigong,Autumn
31048,2016-09-14,15,74.0,78.0,6.0,19.0,800.0,187.0,29.425,1010.3,17.3,0.0,SW,3.1,Wanshouxigong,Autumn
31049,2016-09-14,16,81.0,86.0,8.0,22.0,800.0,189.0,29.35,1010.0,17.6,0.0,SW,3.8,Wanshouxigong,Autumn
31050,2016-09-14,17,95.0,108.0,7.0,30.0,900.0,189.0,28.75,1010.0,17.5,0.0,SW,3.3,Wanshouxigong,Autumn
31051,2016-09-14,18,114.0,134.0,7.0,32.0,1000.0,187.0,28.425,1010.0,17.3,0.0,SW,2.0,Wanshouxigong,Autumn
31052,2016-09-14,19,101.0,101.0,6.0,33.0,900.0,150.0,27.475,1011.25,18.0,0.0,SW,1.3,Wanshouxigong,Autumn
31053,2016-09-14,20,65.0,148.0,2.0,37.0,900.0,70.0,27.075,1011.25,18.5,0.0,SW,1.5,Wanshouxigong,Autumn
31054,2016-09-14,21,81.0,81.0,2.0,61.0,1200.0,33.0,26.675,1011.0,18.3,0.0,SW,1.5,Wanshouxigong,Autumn
31056,2016-09-14,23,75.0,75.0,2.0,88.0,1200.0,14.0,24.5,1012.0,18.4,0.0,NE,1.4,Wanshouxigong,Autumn
31057,2016-09-15,0,59.0,59.0,2.0,83.0,1200.0,7.0,23.175,1011.0,17.8,0.0,NE,1.2,Wanshouxigong,Autumn
31058,2016-09-15,1,64.0,64.0,2.0,98.0,1200.0,2.0,23.025,1011.0,17.8,0.0,NE,1.5,Wanshouxigong,Autumn
31059,2016-09-15,2,49.0,49.0,2.0,90.0,1100.0,2.0,22.875,1011.0,17.2,0.0,NE,1.4,Wanshouxigong,Autumn
31060,2016-09-15,3,47.0,47.0,2.0,80.0,900.0,4.0,22.65,1011.0,17.4,0.0,NE,0.9,Wanshouxigong,Autumn
31061,2016-09-15,4,54.0,54.0,2.0,76.0,800.0,9.0,22.275,1011.0,17.7,0.0,NE,1.1,Wanshouxigong,Autumn
31062,2016-09-15,5,68.0,76.0,2.0,78.0,900.0,3.0,19.4,1011.0,18.2,0.0,ESE,0.5,Wanshouxigong,Autumn
31063,2016-09-15,6,78.0,78.0,2.0,58.0,900.0,12.0,18.9,1011.1,17.9,0.0,ENE,0.7,Wanshouxigong,Autumn
31064,2016-09-15,7,57.0,57.0,2.0,68.0,800.0,2.0,19.5,1011.6,18.7,0.0,E,0.8,Wanshouxigong,Autumn
31065,2016-09-15,8,62.0,62.0,2.0,69.0,900.0,20.0,21.9,1011.8,18.3,0.0,NNE,1.9,Wanshouxigong,Autumn
31066,2016-09-15,9,90.0,99.0,2.0,51.0,1000.0,58.0,23.7,1011.8,18.6,0.0,NNE,2.1,Wanshouxigong,Autumn
31067,2016-09-15,10,87.0,87.0,2.0,39.0,900.0,85.0,25.1,1011.7,18.3,0.0,N,2.5,Wanshouxigong,Autumn
31068,2016-09-15,11,73.0,73.0,4.0,27.0,800.0,116.0,26.9,1011.2,18.5,0.0,N,1.2,Wanshouxigong,Autumn
31069,2016-09-15,12,59.0,59.0,6.0,27.0,800.0,133.0,28.2,1010.4,18.0,0.0,E,1.7,Wanshouxigong,Autumn
31070,2016-09-15,13,50.0,50.0,5.0,23.0,700.0,157.0,29.8,1009.8,17.3,0.0,ESE,1.0,Wanshouxigong,Autumn
31071,2016-09-15,14,44.0,44.0,5.0,22.0,700.0,172.0,30.2,1009.0,17.0,0.0,WNW,1.3,Wanshouxigong,Autumn
31072,2016-09-15,15,53.0,71.0,4.0,25.0,700.0,191.0,31.2,1008.5,15.2,0.0,WSW,1.2,Wanshouxigong,Autumn
31075,2016-09-15,18,119.0,147.0,6.0,27.0,1200.0,190.0,28.8,1008.4,19.1,0.0,SW,1.7,Wanshouxigong,Autumn
31076,2016-09-15,19,129.0,150.0,3.0,32.0,1200.0,162.0,27.6,1008.7,19.7,0.0,SW,1.3,Wanshouxigong,Autumn
31077,2016-09-15,20,142.0,166.0,2.0,40.0,1400.0,118.0,25.4,1009.1,20.2,0.0,S,1.1,Wanshouxigong,Autumn
31078,2016-09-15,21,157.0,164.0,2.0,48.0,1500.0,101.0,24.3,1009.3,20.8,0.0,SE,1.0,Wanshouxigong,Autumn
31079,2016-09-15,22,165.0,165.0,2.0,58.0,1500.0,80.0,24.4,1009.4,20.9,0.0,SSE,1.0,Wanshouxigong,Autumn
31080,2016-09-15,23,174.0,174.0,2.0,65.0,1600.0,58.0,24.5,1009.4,21.2,0.0,SE,0.6,Wanshouxigong,Autumn
31081,2016-09-16,0,180.0,180.0,2.0,61.0,1500.0,58.0,23.4,1009.2,21.1,0.0,ENE,1.0,Wanshouxigong,Autumn
31082,2016-09-16,1,195.0,195.0,2.0,47.0,1400.0,70.0,22.9,1009.1,20.8,0.0,ESE,0.8,Wanshouxigong,Autumn
31083,2016-09-16,2,201.0,201.0,2.0,62.0,1500.0,29.0,22.5,1008.8,20.6,0.0,ESE,0.7,Wanshouxigong,Autumn
31084,2016-09-16,3,204.0,204.0,2.0,68.0,1500.0,20.0,22.1,1008.7,20.6,0.0,NE,0.6,Wanshouxigong,Autumn
31085,2016-09-16,4,189.0,189.0,2.0,69.0,1400.0,10.0,21.9,1008.4,20.7,0.0,NNE,1.1,Wanshouxigong,Autumn
31086,2016-09-16,5,137.0,137.0,2.0,82.0,1300.0,2.0,21.7,1008.4,20.5,0.0,ENE,0.8,Wanshouxigong,Autumn
31087,2016-09-16,6,136.0,136.0,2.0,87.0,1300.0,2.0,21.3,1008.6,20.1,0.0,ENE,0.9,Wanshouxigong,Autumn
31088,2016-09-16,7,172.0,172.0,2.0,64.0,1300.0,16.0,21.5,1009.0,20.3,0.0,NE,0.7,Wanshouxigong,Autumn
31089,2016-09-16,8,170.0,170.0,2.0,57.0,1400.0,27.0,22.5,1009.1,20.4,0.0,ENE,1.2,Wanshouxigong,Autumn
31090,2016-09-16,9,185.0,185.0,2.0,55.0,1400.0,44.0,23.7,1009.3,20.4,0.0,ENE,1.2,Wanshouxigong,Autumn
31091,2016-09-16,10,201.0,201.0,4.0,46.0,1500.0,75.0,25.2,1009.2,20.9,0.0,ENE,1.6,Wanshouxigong,Autumn
31092,2016-09-16,11,202.0,202.0,5.0,39.0,1500.0,114.0,26.8,1008.8,21.6,0.0,NNE,1.0,Wanshouxigong,Autumn
31093,2016-09-16,12,196.0,196.0,7.0,32.0,1500.0,154.0,28.4,1008.4,21.7,0.0,SE,0.6,Wanshouxigong,Autumn
31094,2016-09-16,13,186.0,186.0,8.0,28.0,1400.0,191.0,29.0,1007.8,21.0,0.0,ENE,1.6,Wanshouxigong,Autumn
31097,2016-09-16,16,131.0,131.0,7.0,23.0,1200.0,194.0,30.1,1006.1,20.6,0.0,S,1.7,Wanshouxigong,Autumn
31098,2016-09-16,17,133.0,162.0,6.0,25.0,1200.0,184.0,29.9,1006.4,21.0,0.0,S,1.3,Wanshouxigong,Autumn
31099,2016-09-16,18,145.0,190.0,4.0,29.0,1300.0,158.0,28.5,1006.8,21.3,0.0,ESE,1.5,Wanshouxigong,Autumn
31101,2016-09-16,20,78.0,78.0,2.0,29.0,700.0,101.0,23.4,1008.9,15.2,0.0,W,1.2,Wanshouxigong,Autumn
31102,2016-09-16,21,27.0,92.0,2.0,30.0,600.0,71.0,23.0,1008.8,16.3,0.0,E,1.6,Wanshouxigong,Autumn
31103,2016-09-16,22,30.0,30.0,2.0,38.0,700.0,64.0,22.1,1010.0,16.6,0.0,E,2.4,Wanshouxigong,Autumn
31104,2016-09-16,23,54.0,84.0,2.0,28.0,800.0,102.0,21.3,1010.4,18.5,0.0,ENE,1.9,Wanshouxigong,Autumn
31105,2016-09-17,0,56.0,60.0,2.0,23.0,900.0,108.0,21.2,1011.3,18.4,0.0,NE,1.1,Wanshouxigong,Autumn
31106,2016-09-17,1,73.0,73.0,2.0,23.0,1000.0,99.0,20.9,1011.7,18.3,0.0,ENE,0.9,Wanshouxigong,Autumn
31107,2016-09-17,2,88.0,88.0,2.0,25.0,1100.0,82.0,21.3,1011.8,17.9,0.0,S,0.6,Wanshouxigong,Autumn
31108,2016-09-17,3,78.0,78.0,2.0,18.0,1000.0,71.0,21.0,1011.8,18.6,0.0,NNE,0.3,Wanshouxigong,Autumn
31109,2016-09-17,4,60.0,60.0,2.0,17.0,1100.0,47.0,21.3,1012.1,17.9,0.0,NNE,1.0,Wanshouxigong,Autumn
31110,2016-09-17,5,61.0,61.0,2.0,20.0,1100.0,35.0,21.4,1012.2,18.4,0.0,ENE,1.1,Wanshouxigong,Autumn
31111,2016-09-17,6,76.0,76.0,2.0,53.0,1100.0,19.0,21.4,1012.5,18.0,0.0,NE,1.4,Wanshouxigong,Autumn
31112,2016-09-17,7,85.0,85.0,2.0,59.0,1000.0,13.0,21.5,1013.3,16.9,0.0,N,1.2,Wanshouxigong,Autumn
31113,2016-09-17,8,71.0,71.0,2.0,46.0,1000.0,37.0,21.6,1013.9,16.8,0.0,NE,1.3,Wanshouxigong,Autumn
31114,2016-09-17,9,42.0,42.0,2.0,45.0,800.0,30.0,22.0,1014.3,17.6,0.0,E,1.1,Wanshouxigong,Autumn
31115,2016-09-17,10,36.0,36.0,2.0,46.0,900.0,33.0,22.7,1014.6,15.8,0.0,E,1.9,Wanshouxigong,Autumn
31116,2016-09-17,11,36.0,36.0,2.0,32.0,800.0,45.0,22.6,1014.5,14.7,0.0,ESE,2.2,Wanshouxigong,Autumn
31117,2016-09-17,12,32.0,32.0,2.0,29.0,700.0,45.0,22.8,1014.6,14.9,0.0,E,1.6,Wanshouxigong,Autumn
31118,2016-09-17,13,23.0,29.0,3.0,26.0,700.0,46.0,23.4,1014.3,14.7,0.0,E,1.8,Wanshouxigong,Autumn
31119,2016-09-17,14,24.0,31.0,3.0,29.0,800.0,45.0,23.4,1013.9,15.2,0.0,E,0.9,Wanshouxigong,Autumn
31120,2016-09-17,15,24.0,42.0,3.0,26.0,800.0,51.0,23.0,1013.8,16.1,0.0,ENE,1.3,Wanshouxigong,Autumn
31121,2016-09-17,16,30.0,69.0,3.0,29.0,900.0,48.0,22.8,1013.8,16.3,0.0,N,1.0,Wanshouxigong,Autumn
31122,2016-09-17,17,29.0,52.0,3.0,35.0,1000.0,44.0,22.4,1013.6,16.4,0.0,ENE,1.1,Wanshouxigong,Autumn
31123,2016-09-17,18,35.0,128.0,3.0,46.0,1100.0,30.0,22.3,1013.6,17.2,0.0,E,0.6,Wanshouxigong,Autumn
31124,2016-09-17,19,41.0,109.0,2.0,68.0,900.0,8.0,22.0,1013.9,16.5,0.0,ENE,0.9,Wanshouxigong,Autumn
31125,2016-09-17,20,35.0,44.0,2.0,67.0,900.0,8.0,22.4,1015.0,15.0,0.0,NNW,1.2,Wanshouxigong,Autumn
31132,2016-09-18,3,24.0,24.0,2.0,23.0,600.0,30.0,18.0,1015.9,16.8,0.0,ENE,0.4,Wanshouxigong,Autumn
31134,2016-09-18,5,27.0,27.0,2.0,27.0,600.0,21.0,18.3,1015.7,17.0,0.0,ENE,0.6,Wanshouxigong,Autumn
31135,2016-09-18,6,27.0,27.0,2.0,32.0,600.0,12.0,18.2,1015.7,16.9,0.0,NNE,1.3,Wanshouxigong,Autumn
31136,2016-09-18,7,29.0,29.0,2.0,37.0,600.0,8.0,18.3,1016.0,16.6,0.0,ENE,0.9,Wanshouxigong,Autumn
31137,2016-09-18,8,31.0,31.0,2.0,34.0,700.0,12.0,18.9,1016.2,17.0,0.0,NE,1.2,Wanshouxigong,Autumn
31138,2016-09-18,9,33.0,33.0,2.0,38.0,700.0,18.0,19.5,1016.5,17.1,0.0,ENE,1.2,Wanshouxigong,Autumn
31139,2016-09-18,10,32.0,32.0,2.0,38.0,700.0,18.0,19.8,1016.7,17.2,0.0,ENE,1.3,Wanshouxigong,Autumn
31140,2016-09-18,11,27.0,27.0,2.0,38.0,700.0,23.0,20.6,1016.6,16.8,0.0,NE,1.5,Wanshouxigong,Autumn
31141,2016-09-18,12,25.0,25.0,2.0,39.0,800.0,24.0,21.7,1016.2,16.4,0.0,E,1.2,Wanshouxigong,Autumn
31142,2016-09-18,13,18.0,18.0,2.0,28.0,700.0,42.0,22.2,1015.6,14.8,0.0,ESE,1.7,Wanshouxigong,Autumn
31143,2016-09-18,14,20.0,22.0,2.0,30.0,600.0,46.0,21.5,1015.3,14.6,0.0,ENE,2.4,Wanshouxigong,Autumn
31144,2016-09-18,15,26.0,30.0,2.0,37.0,700.0,37.0,20.5,1015.3,14.8,0.0,ENE,3.1,Wanshouxigong,Autumn
31145,2016-09-18,16,24.0,24.0,2.0,33.0,600.0,32.0,20.0,1015.5,13.5,0.0,ENE,1.7,Wanshouxigong,Autumn
31146,2016-09-18,17,9.0,30.0,2.0,32.0,500.0,27.0,20.2,1015.4,13.2,0.0,N,1.1,Wanshouxigong,Autumn
31147,2016-09-18,18,14.0,14.0,2.0,47.0,700.0,11.0,19.8,1015.7,13.9,0.0,NE,0.9,Wanshouxigong,Autumn
31148,2016-09-18,19,16.0,26.0,2.0,60.0,800.0,2.0,19.2,1016.0,14.0,0.0,NW,2.0,Wanshouxigong,Autumn
31149,2016-09-18,20,24.0,25.0,2.0,63.0,800.0,2.0,18.7,1016.7,13.5,0.0,WNW,1.2,Wanshouxigong,Autumn
31150,2016-09-18,21,25.0,25.0,2.0,64.0,800.0,2.0,17.5,1017.2,14.0,0.0,NNW,0.7,Wanshouxigong,Autumn
31151,2016-09-18,22,28.0,28.0,2.0,54.0,700.0,3.0,16.6,1017.7,14.4,0.0,SSE,0.4,Wanshouxigong,Autumn
31152,2016-09-18,23,18.0,18.0,2.0,43.0,600.0,5.0,15.7,1017.9,14.4,0.0,N,0.8,Wanshouxigong,Autumn
31153,2016-09-19,0,16.0,16.0,2.0,46.0,600.0,2.0,17.6,1018.0,12.9,0.0,NNE,1.7,Wanshouxigong,Autumn
31154,2016-09-19,1,18.0,18.0,2.0,50.0,500.0,2.0,16.9,1018.1,12.4,0.0,N,1.6,Wanshouxigong,Autumn
31155,2016-09-19,2,19.0,19.0,2.0,50.0,500.0,2.0,15.4,1018.2,12.5,0.0,ENE,1.4,Wanshouxigong,Autumn
31156,2016-09-19,3,14.0,14.0,2.0,50.0,400.0,2.0,14.4,1018.3,12.3,0.0,N,1.2,Wanshouxigong,Autumn
31157,2016-09-19,4,11.0,11.0,2.0,50.0,400.0,2.0,15.9,1018.4,10.6,0.0,N,1.3,Wanshouxigong,Autumn
31158,2016-09-19,5,12.0,12.0,2.0,53.0,400.0,2.0,15.4,1018.8,10.8,0.0,N,1.5,Wanshouxigong,Autumn
31159,2016-09-19,6,10.0,14.0,2.0,48.0,400.0,2.0,15.2,1019.0,10.6,0.0,NNE,1.5,Wanshouxigong,Autumn
31160,2016-09-19,7,9.0,9.0,2.0,52.0,400.0,2.0,16.7,1019.4,10.1,0.0,NE,0.9,Wanshouxigong,Autumn
31161,2016-09-19,8,7.0,10.0,2.0,48.0,400.0,12.0,17.7,1019.5,9.8,0.0,N,2.0,Wanshouxigong,Autumn
31162,2016-09-19,9,7.0,11.0,2.0,32.0,400.0,29.0,19.3,1019.7,9.2,0.0,NNE,2.0,Wanshouxigong,Autumn
31163,2016-09-19,10,10.0,20.0,2.0,35.0,400.0,31.0,20.5,1019.9,8.5,0.0,N,2.6,Wanshouxigong,Autumn
31164,2016-09-19,11,9.0,16.0,2.0,29.0,500.0,41.0,21.9,1019.3,9.8,0.0,NNE,1.9,Wanshouxigong,Autumn
31165,2016-09-19,12,8.0,8.0,2.0,21.0,300.0,56.0,22.6,1018.2,8.7,0.0,N,2.1,Wanshouxigong,Autumn
31166,2016-09-19,13,15.0,15.0,2.0,16.0,300.0,66.0,23.5,1017.4,8.4,0.0,NE,1.9,Wanshouxigong,Autumn
31167,2016-09-19,14,10.0,10.0,2.0,12.0,300.0,79.0,24.4,1016.6,7.9,0.0,N,1.5,Wanshouxigong,Autumn
31168,2016-09-19,15,9.0,9.0,2.0,11.0,300.0,83.0,24.9,1015.9,7.5,0.0,NE,1.8,Wanshouxigong,Autumn
31169,2016-09-19,16,7.0,14.0,2.0,12.0,200.0,85.0,25.4,1015.5,8.8,0.0,NNW,1.2,Wanshouxigong,Autumn
31170,2016-09-19,17,11.0,14.0,2.0,17.0,300.0,77.0,24.5,1015.4,8.4,0.0,ENE,1.4,Wanshouxigong,Autumn
31171,2016-09-19,18,16.0,51.0,2.0,21.0,300.0,67.0,22.4,1015.4,10.8,0.0,SSE,0.3,Wanshouxigong,Autumn
31172,2016-09-19,19,19.0,75.0,2.0,32.0,500.0,46.0,19.4,1015.5,12.2,0.0,W,0.6,Wanshouxigong,Autumn
31173,2016-09-19,20,31.0,72.0,2.0,54.0,600.0,20.0,17.8,1015.9,13.1,0.0,SW,0.0,Wanshouxigong,Autumn
31174,2016-09-19,21,29.0,52.0,2.0,89.0,800.0,2.0,17.4,1016.3,12.9,0.0,WSW,1.2,Wanshouxigong,Autumn
31175,2016-09-19,22,28.0,59.0,2.0,88.0,800.0,2.0,16.9,1016.4,12.6,0.0,W,0.7,Wanshouxigong,Autumn
31176,2016-09-19,23,33.0,68.0,2.0,83.0,900.0,2.0,16.2,1016.6,12.4,0.0,NE,0.7,Wanshouxigong,Autumn
31177,2016-09-20,0,41.0,70.0,2.0,73.0,900.0,2.0,15.0,1016.5,12.9,0.0,SW,0.5,Wanshouxigong,Autumn
31178,2016-09-20,1,37.0,61.0,2.0,64.0,900.0,2.0,14.0,1016.8,12.6,0.0,NE,0.9,Wanshouxigong,Autumn
31179,2016-09-20,2,26.0,36.0,2.0,60.0,800.0,2.0,13.7,1017.0,12.3,0.0,NE,0.7,Wanshouxigong,Autumn
31180,2016-09-20,3,23.0,27.0,2.0,65.0,600.0,2.0,13.5,1017.0,11.7,0.0,NE,0.5,Wanshouxigong,Autumn
31181,2016-09-20,4,16.0,16.0,2.0,58.0,400.0,2.0,14.8,1017.1,10.0,0.0,N,1.6,Wanshouxigong,Autumn
31182,2016-09-20,5,19.0,19.0,2.0,53.0,400.0,2.0,15.2,1017.2,10.0,0.0,NNE,1.2,Wanshouxigong,Autumn
31183,2016-09-20,6,14.0,30.0,2.0,41.0,400.0,2.0,14.8,1017.3,10.2,0.0,NE,1.3,Wanshouxigong,Autumn
31184,2016-09-20,7,17.0,17.0,2.0,48.0,500.0,2.0,16.1,1017.6,10.6,0.0,ENE,1.1,Wanshouxigong,Autumn
31185,2016-09-20,8,18.0,41.0,2.0,56.0,700.0,2.0,18.2,1017.9,10.3,0.0,NNE,1.5,Wanshouxigong,Autumn
31186,2016-09-20,9,23.0,43.0,2.0,57.0,700.0,5.0,19.9,1018.2,11.6,0.0,NE,1.8,Wanshouxigong,Autumn
31187,2016-09-20,10,23.0,31.0,3.0,50.0,600.0,17.0,21.6,1018.0,11.3,0.0,NNE,1.8,Wanshouxigong,Autumn
31188,2016-09-20,11,21.0,21.0,3.0,39.0,500.0,41.0,23.5,1017.4,11.2,0.0,SE,1.1,Wanshouxigong,Autumn
31189,2016-09-20,12,19.0,19.0,2.0,32.0,500.0,65.0,24.9,1016.6,8.4,0.0,WSW,1.0,Wanshouxigong,Autumn
31190,2016-09-20,13,14.0,14.0,2.0,25.0,400.0,81.0,26.0,1015.6,8.0,0.0,ESE,2.8,Wanshouxigong,Autumn
31191,2016-09-20,14,7.0,27.0,3.0,25.0,400.0,92.0,26.7,1014.8,6.7,0.0,W,1.1,Wanshouxigong,Autumn
31192,2016-09-20,15,15.0,32.0,3.0,24.0,400.0,101.0,26.6,1014.2,6.1,0.0,SSW,1.3,Wanshouxigong,Autumn
31193,2016-09-20,16,18.0,18.0,3.0,19.0,300.0,110.0,26.5,1014.0,6.0,0.0,SSE,1.7,Wanshouxigong,Autumn
31194,2016-09-20,17,13.0,46.0,3.0,26.0,400.0,109.0,25.7,1014.1,6.8,0.0,SSE,1.8,Wanshouxigong,Autumn
31195,2016-09-20,18,26.0,45.0,2.0,31.0,500.0,108.0,24.4,1014.1,7.5,0.0,SSE,1.2,Wanshouxigong,Autumn
31196,2016-09-20,19,27.0,62.0,2.0,46.0,700.0,88.0,21.4,1014.3,11.1,0.0,SE,0.8,Wanshouxigong,Autumn
31197,2016-09-20,20,40.0,78.0,2.0,74.0,900.0,46.0,19.6,1014.9,10.8,0.0,SSE,0.5,Wanshouxigong,Autumn
31198,2016-09-20,21,47.0,54.0,2.0,85.0,900.0,42.0,18.8,1015.0,10.1,0.0,S,0.8,Wanshouxigong,Autumn
